Name,Description,Requirements,Reward,Type,Sub_Type,Heist,Difficulty,Status,Completion Date,Source
Flying Money,Complete the Panic Room job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Hoxton's Housewarming Party Day 10
Don't Panic,Complete the Panic Room job on the Very Hard difficulty or above.,,,Achievement,Completion,Panic Room,Very Hard,Incomplete,,Hoxton's Housewarming Party Day 10
Demolition Crew,Complete the Panic Room job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Hoxton's Housewarming Party Day 10
Panic in the Projects,Complete the Panic Room job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Hoxton's Housewarming Party Day 10
A Brush With Death,Complete the Panic Room job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Hoxton's Housewarming Party Day 10
Forceful Eviction,Complete the Panic Room job on the Death Sentence difficulty.,Complete the Panic Room job on the Death Sentence difficulty,,Achievement,Completion,,Death Sentence,Incomplete,,Hoxton's Housewarming Party Day 10
The Definition of Safe House is Changing,Complete the Panic Room job on the Death Sentence difficulty with the One Down mechanic activated.,Complete the Panic Room job on the Death Sentence difficulty with the One Down mechanic activated..,,Achievement,Completion,,DSOD,Incomplete,,Hoxton's Housewarming Party Day 10
Cardio Training,Complete Panic Room while having the entire crew on the roof when the escape triggers and open the basement door within 20 sec.,,,Achievement,Heist,Panic Room,Normal,Incomplete,,Hoxton's Housewarming Party Day 10
Don't You Dare Miss,Complete Panic Room on any difficulty with a total crew hit accuracy above 200%,,,Achievement,Heist,Panic Room,Normal,Incomplete,,Hoxton's Housewarming Party Day 10
Quick Draw,"In the Panic Room job, kill all gangsters within 60 seconds after masking up on the OVERKILL difficulty or above.",,,Achievement,Heist,Panic Room,Overkill,Incomplete,,Hoxton's Housewarming Party Day 10
The Dentist Delight,"In the Panic Room job, find and secure the giant toothbrush.",Find and secure the giant toothbrush in the Panic Room job.,,Achievement,Heist,Panic Room,Normal,Incomplete,,Hoxton's Housewarming Party Day 10
Nothing Personal,Kill 30 snipers with any Sniper Rifle on the OVERKILL difficulty or above.,"Kill 30 snipers with any sniper rifle on the OVERKILL difficulty or above. Unlocks the ""Mustang"" mask, ""Tire"" material and ""One Shot"" pattern.",Yes,Achievement,Equipment,,Overkill,Incomplete,,John Wick Weapon Pack
"Crouched and Hidden, Flying Dagger",Kill 8 guards with a Throwing Weapon while crouching on the Murky Station job. The heist must be completed for any kills to count.,"Kill 8 guards with a throwing weapon while crouching on the Murky Station job. The heist must be finished for any kills to count. Unlocks the ""Hotelier"" mask, ""Club Lights"" material and ""Piety"" pattern.",Yes,Achievement,Heist,Murky Station,Normal,Incomplete,,John Wick Weapon Pack
"UMP for Me, UMP for You",Kill 45 Russian specials on the Boiling Point job with any Submachine Gun on the OVERKILL difficulty or above.,"Kill 45 Russian specials on the Boiling Point job with any submachine gun on the OVERKILL difficulty or above. Unlocks the ""Zaschita"" mask, ""Mist"" material and ""Battle Wounds"" pattern.",Yes,Achievement,Heist,Boiling Point,Overkill,Incomplete,,John Wick Weapon Pack
For Daisy,Complete the Firestarter job on the OVERKILL difficulty or above with your crew using only Pistols.,"Finish the Firestarter job on the OVERKILL difficulty or above with your crew using only pistols. Unlocks the ""Daisy"" mask, ""Dog Fur"" material and ""Daisies"" pattern.",Yes,Achievement,Heist,Firestarter,Overkill,Incomplete,,John Wick Weapon Pack
Nightmare Machine,Complete the Prison Nightmare job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Halloween Event 2016
All Cloakers Eve,Complete the Prison Nightmare job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Halloween Event 2016
Haunted House of Heisters,Complete the Prison Nightmare job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Halloween Event 2016
A Long Night of Horrors,"Complete the Prison Nightmare job, getting at least 15 keycards on the Mayhem difficulty or above without any player ever going into custody. Unlocks the ""Risen Chains"" mask.","Complete the Prison Nightmare job, getting at least 15 keycards on the Mayhem difficulty or above without any player ever going into custody. You have to have played the heist from start to end. Unlocks the ""Risen Chains"" mask.",Yes,Achievement,Heist,Prison Nightmare,Mayhem,Incomplete,,Halloween Event 2016
He's Got Experience,"Complete the Prison Nightmare job on the Hard difficulty or above by having 1 player playing as Hoxton, all having Nova's Shank melee weapon equipped, and are only allowed to kill enemies using Nova's Shank. Unlocks the ""Risen Houston"" mask.","Complete the Prison Nightmare job on the Hard difficulty or above by having 1 player playing as Hoxton, all having Nova's Shank melee weapon equipped, and are only allowed to kill enemies using Nova's Shank. You have to have played the heist from start to end. Unlocks the ""Risen Houston"" mask.",Yes,Achievement,Heist,Prison Nightmare,Hard,Incomplete,,Halloween Event 2016
Salem Asylum,"On the Prison Nightmare job, get on the train in less than 4 min and 44 sec on the Mayhem difficulty or above. You have to have played the heist from the start. Unlocks the ""Risen Wolf"" mask.","On the Prison Nightmare job, get on the train in less than 4 min and 44 sec on the Mayhem difficulty or above. You have to have played the heist from start to end. Unlocks the ""Risen Wolf"" mask.",Yes,Achievement,Heist,Prison Nightmare,Mayhem,Incomplete,,Halloween Event 2016
Celsius or Fahrenheit?,"Kill 10 enemies in a row, without missing, while switching between the regular sight and the 45 Degree Red Dot Sight after each kill on the OVERKILL difficulty or above.",,,Achievement,Equipment,,Overkill,Incomplete,,Gage Spec Ops Pack
The Reckoning,Complete any heist from start to end and kill 200 or more enemies with any weapon equipped with the Reconnaissance Sight on the Very Hard difficulty or above.,,,Achievement,Equipment,,Very Hard,Incomplete,,Gage Spec Ops Pack
Let Them Fly,Kill 50 Snipers with the Arbiter Grenade Launcher while using the standard ammo type.,,,Achievement,Equipment,,Normal,Incomplete,,Gage Spec Ops Pack
Ducking Awesome,Get 3 headshot kills with 1 shot from any Shotgun using the Donald's Horizontal Leveller barrel ext.,,,Achievement,Equipment,,Normal,Incomplete,,Gage Spec Ops Pack
Sold Out,Complete the Stealing Xmas job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Christmas Event 2016
Stocking Stuffer,Complete the Stealing Xmas job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Christmas Event 2016
How the Winch Stole Christmas,Complete the Stealing Xmas job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Christmas Event 2016
Getting on the Naughty List,Complete the Stealing Xmas job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Christmas Event 2016
Snowfall,Complete the Stealing Xmas job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Christmas Event 2016
Snowstorm,Complete the Stealing Xmas job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Christmas Event 2016
Christmas Greetings From Russia,Complete the Stealing Xmas job on the Death Sentence difficulty.,Complete the Stealing Xmas job on the Death Sentence difficulty or above.,,Achievement,Completion,,Death Sentence,Incomplete,,Christmas Event 2016
Thundersnow,Complete the Stealing Xmas job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Christmas Event 2016
Christmas Party,"On the Stealing Xmas job, escape the heist while keeping at least 10 zip-tied civilians alive within the 4 pillars around the Christmas tree.",,,Achievement,Heist,Stealing Xmas,Normal,Incomplete,,Christmas Event 2016
The Grinch,"On the Stealing Xmas job, secure all additional loot on the OVERKILL difficulty or above.",,,Achievement,Heist,Stealing Xmas,Overkill,Incomplete,,Christmas Event 2016
Imitations,"On the Stealing Xmas job, find and take both ""Paycheck"" masks. Unlocks the ""Paycheck Dallas"" and ""Paycheck Chains"" masks.","On the Stealing Xmas job, find and take both Paycheck masks. Unlocks the ""Paycheck Dallas"" and ""Paycheck Chains"" masks.",Yes,Achievement,Heist,Stealing Xmas,Normal,Incomplete,,Christmas Event 2016
You Cockroaches Wanna Play Rough?,Complete the Scarface Mansion job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Scarface Heist
Every Dog Has His Day,Complete the Scarface Mansion job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Scarface Heist
Say Good Night to the Bad Guy,Complete the Scarface Mansion job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Scarface Heist
Say Hello to My Big Friend,"On the Scarface Mansion job, kill the boss on the OVERKILL difficulty and above. Unlocks the ""Panthera Tigris"" mask, ""Black Marble"" material and ""Diablada"" pattern.","On the Scarface Mansion job, kill the boss on the Overkill difficulty or above. Unlocks the ""Panthera Tigris"" mask, ""Black Marble"" material and ""Diablada"" pattern.",Yes,Achievement,Heist,Scarface Mansion,Overkill,Incomplete,,Scarface Heist
Look at These Pelicans Fall,"On the Scarface Mansion job, find and shoot the two pink flamingos. Unlocks the ""Exalted"" mask, ""Oxidized Copper"" material and ""Liberty Flame"" pattern.",,Yes,Achievement,Heist,Scarface Mansion,Normal,Incomplete,,Scarface Heist
What? You Want Me to Dance?,"Complete the Scarface Mansion job in stealth in 13 minutes or less on the Mayhem difficulty or above. Unlocks the ""Barrori Flex"" mask, ""Red Velvet"" material and ""Coin"" pattern.",,Yes,Achievement,Heist,Scarface Mansion,Mayhem,Incomplete,,Scarface Heist
Fierce Protection,Complete the Brooklyn 10-10 job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,John Wick Heists Pack
Vengeful Rain,Complete the Brooklyn 10-10 job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,John Wick Heists Pack
Valkyries,Complete the Brooklyn 10-10 job on the Death Sentence difficulty with the One Down mechanic activated.,Complete the Brooklyn 10-10 job on the One Down difficulty.,,Achievement,Heist,Brooklyn 10-10,DSOD,Incomplete,,John Wick Heists Pack
Apartment Sniper,"Complete the Brooklyn 10-10 job from start, by having all team members using Sniper Rifles and the OVE9000 saws on the OVERKILL difficulty or above.",,,Achievement,Heist,Brooklyn 10-10,Overkill,Incomplete,,John Wick Heists Pack
A Rendezvous with Destiny,"On the Brooklyn 10-10 job, reach Charon within 6 minutes on the OVERKILL difficulty or above.","On the Brooklyn 10-10 job, reach Charon within 6 minutes on the OVERKILL difficulty or above. Unlocks the ""Lady Liberty"" mask, ""Underground Neon"" material and ""Baba Yaga"" pattern.",Yes,Achievement,Heist,Brooklyn 10-10,Overkill,Incomplete,,John Wick Heists Pack
Pass the Ammo,"Complete the Brooklyn 10-10 job from start, after deploying 8 ammo bags in the ammo cage on the OVERKILL difficulty or above.","Complete the Brooklyn 10-10 job from start, after deploying 8 ammo bags in the ammo cage on the OVERKILL difficulty or above. Unlocks the ""Birds of Prey"" mask, ""Carbon Fiber Weave"" material and ""Hood Stripes"" pattern.",Yes,Achievement,Heist,Brooklyn 10-10,Overkill,Incomplete,,John Wick Heists Pack
Hammerhead,Complete The Yacht Heist on the Mayhem difficulty or above.,Complete The Yacht Heist job on the Mayhem difficulty or above.,,Achievement,Completion,,Mayhem,Incomplete,,John Wick Heists Pack
Great White,Complete The Yacht Heist on the Death Wish difficulty or above.,Complete The Yacht Heist job on the Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,John Wick Heists Pack
Leviathan,Complete The Yacht Heist on the Death Sentence difficulty with the One Down mechanic activated.,Complete The Yacht Heist job on the Death Sentence difficulty with the One Down mechanic activated.,,Achievement,Completion,,DSOD,Incomplete,,John Wick Heists Pack
Thalassophobia,"Complete The Yacht Heist within 6 minutes, on the OVERKILL difficulty or above.","Complete The Yacht Heist job within 6 minutes, on the OVERKILL difficulty or above.",,Achievement,Heist,The Yacht Heist,Overkill,Incomplete,,John Wick Heists Pack
Pacifish,Complete The Yacht Heist without killing anyone.,"Complete The Yacht Heist job without killing anyone. Unlocks the ""Sailor"" mask, ""Neon Blue"" material and ""Hotel Pattern"" pattern.",Yes,Achievement,Heist,The Yacht Heist,Normal,Incomplete,,John Wick Heists Pack
Blood in the Water,Complete The Yacht Heist after having killed every security guard on the boat.,"Complete The Yacht Heist job after having killed every security guard on the boat. Unlocks the ""Captain"" mask, ""Black Suede"" material and ""Continental"" pattern.",Yes,Achievement,Heist,The Yacht Heist,Normal,Incomplete,,John Wick Heists Pack
Russian Arsenal,"Complete any heist using only weapons from the Gage Russian Weapon Pack on the OVERKILL difficulty or above. Unlocks the ""Red Machine"" mask, ""Tricolor"" material and ""Russian Gamble"" pattern.","Complete any heist from start, using only weapons from the Gage Russian Weapon Pack on the OVERKILL difficulty or above. Unlocks the ""Red Machine"" mask, ""Tricolor"" material and ""Russian Gamble"" pattern.",Yes,Achievement,Equipment,,Overkill,Incomplete,,Gage Russian Weapon Pack
Spray Control,"Kill 32 enemies without reloading with the Tatonka Submachine Gun. Unlocks the ""War Balaclava"" mask, ""Russian Camouflage"" material and ""Red Star"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Russian Weapon Pack
Have Nice Day!,"Kill 300 enemies using any weapons from the Gage Russian Weapon Pack. Unlocks the ""Kokoshnik"" mask, ""Propaganda Palette"" material and ""Bear Fight"" pattern.",,Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Russian Weapon Pack
Sneaky Beaky Like,"Complete any heist in stealth using only weapons from the Gage Russian Weapon Pack. Unlocks the ""Matryoshka"" mask, ""Ceramics Gzhel"" material and ""Prison Statement"" pattern.","Complete any heist in stealth from start, using only weapons from the Gage Russian Weapon Pack. Unlocks the ""Matryoshka"" mask, ""Ceramic Gzhel"" material and ""Prison Statement"" pattern.",Yes,Achievement,Equipment,,Normal,Incomplete,,Gage Russian Weapon Pack
We Don't Need No Water...,Complete the Heat Street job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,The Search for Kento
Running the Gauntlet,Complete the Heat Street job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,The Search for Kento
Hills Street Blues,Complete the Heat Street job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,The Search for Kento
Zookeeper,"On the Heat Street job, find and steal all animal posters and escape.",,,Achievement,Heist,Heat Street,Normal,Incomplete,,The Search for Kento
Patience Is Key,Complete the Heat Street job without using any gas cans.,,,Achievement,Heist,Heat Street,Normal,Incomplete,,The Search for Kento
It's Nice to be Nice,Complete the Heat Street job without killing any civilians on the Hard difficulty or above.,,,Achievement,Heist,Heat Street,Hard,Incomplete,,The Search for Kento
Indulge in Crime,Reach rank 50 in the Crime Spree.,,,Achievement,Progression,,Normal,Incomplete,,The Search for Kento
Revel in Criminal Activity,Reach rank 100 in the Crime Spree.,,,Achievement,Progression,,Normal,Incomplete,,The Search for Kento
A Vast Amount of Unlawful Transgressions,"Reach rank 250 in the Crime Spree. Unlocks the ""Mega Rust"" mask.",Reach rank 250 in the Crime Spree.,Yes,Achievement,Progression,,Normal,Incomplete,,The Search for Kento
"Jack the Rippers, Prison Slippers!",Complete the Green Bridge job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,The Search for Kento
Jack Rabbit Parole,Complete the Green Bridge job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,The Search for Kento
Beat the Shield,Complete the Green Bridge job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,The Search for Kento
I Felt Bad For Him,"On the Green Bridge job, do what you can for the Dying Man.","On the Green Bridge job, leave a doctor bag for the dead man in a suit.",,Achievement,Heist,Green Bridge,Normal,Incomplete,,The Search for Kento
Caution! Wet Floors,"On the Green Bridge job, escort the convict from the van to the scaffolding while never touching the ground, on the OVERKILL difficulty or above.","On the Green Bridge job, on the OVERKILL difficulty or above finish the heist having never touched the ground while escorting the convict from the van to the scaffolding.",,Achievement,Heist,Green Bridge,Overkill,Incomplete,,The Search for Kento
Back to Prison,"On the Green Bridge job, free and zip-tie all extra prisoners in the prison vans.","On the Green Bridge job, free and then zip-tie all extra prisoners from the prison vans. You need to have played from the start.",,Achievement,Heist,Green Bridge,Normal,Incomplete,,The Search for Kento
The Only One That Is True,"In the Bank Heist or the Jewelry Store Jobs, find and pick up the hidden Bullet Trophy five times. Unlocks ""The Bullet"" mask.","In the Bank Heist or the Jewelry Store Jobs, find and pick up the five hidden Bullet Trophies. Unlocks “The Bullet” mask.",Yes,Achievement,Heist,,Normal,Incomplete,,Enter the Gungeon
The One That Had Many Names,"In the Shadow Raid or the First World Bank Jobs, find and pick up the hidden Robot Trophy five times. Unlocks ""The Robot"" mask.","In the Shadow Raid or the First World Bank Jobs, find and pick up the five hidden Robot Trophies. Unlocks ""The Robot” mask.",Yes,Achievement,Heist,,Normal,Incomplete,,Enter the Gungeon
The One That Survived,"In the GO Bank or the Four Stores Jobs, find and pick up the hidden Marine Trophy five times. Unlocks ""The Marine"" mask.","In the GO Bank or the Four Stores Jobs, find and pick up the five hidden Marine Trophies. Unlocks “The Marine” mask.",Yes,Achievement,Heist,,Normal,Incomplete,,Enter the Gungeon
The One Who Declared Himself the Hero,"On the Diamond Store job or on day 1 of the Hoxton Breakout job, find and pick up the hidden Cultist Trophy five times. Unlocks ""The Cultist"" mask.","In the Hoxton Breakout Day 1 Heist or the Diamond Store Job, find and pick up the five hidden Cultist Trophies. Unlocks “The Cultist” mask.",Yes,Achievement,Heist,,Normal,Incomplete,,Enter the Gungeon
Criminal Origins,"Complete all contracts on the Normal difficulty or above. Unlocks ""The Normal Skull"" mask.",,Yes,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Hacking Crime.net,Complete all of Locke's contracts on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
"Hello To You, My New Friends",Complete all of Locke's contracts on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Mercenary for Hire,Complete all of Locke's contracts on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Locke & Load,Complete all of Locke's contracts on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Drain the Swamp,Complete all of Locke's contracts on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Locke and Load
FUBAR,Complete all of Locke's contracts on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Locke and Load
"Completed, Fo' Sho'",Complete all of Locke's contracts on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Locke and Load
Mountain Climbers,Complete the Beneath the Mountain job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Priceless Relic Collector,Complete the Beneath the Mountain job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Moles with Guns,Complete the Beneath the Mountain job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Destruction From Within,Complete the Beneath the Mountain job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Fo' Sho'!,Complete the Birth of Sky job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Enjoy Your Flight,Complete the Birth of Sky job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
"By Air, Land, and Sea",Complete the Birth of Sky job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Angels of Crime,Complete the Birth of Sky job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
"Hello, My Friends!",Complete all of Vlad's contracts on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Ally From the East,Complete all of Vlad's contracts on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
On the Rise,Complete all of Vlad's contracts on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Madman Absolution,Complete all of Vlad's contracts on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
That's a 4.0 on the Heist Scale of Magnitude,Complete the Aftershock job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Lift With Your Legs,Complete the Aftershock job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
A Safe Drive to L.A.,Complete the Aftershock job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Bring it Back Safe,Complete the Aftershock job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Cash or Credit,Complete the Four Stores job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Shoplifter,Complete the Four Stores job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Five Finger Discount,Complete the Four Stores job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Stomping Grounds,Complete the Four Stores job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Best Use of a Farm Animal,Complete the Goat Simulator job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Now We Know What a Goat Sounds Like,Complete the Goat Simulator job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
You Goat Away,Complete the Goat Simulator job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Golf Oscar Alpha Tango Sierra,Complete the Goat Simulator job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
No Return Policy,Complete the Mallcrasher job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Fury Day,Complete the Mallcrasher job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Black Friday,Complete the Mallcrasher job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Like a Bull in a China Shop,Complete the Mallcrasher job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Warehouse Workers,Complete the Meltdown job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Critical Mass,Complete the Meltdown job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
A Little Plutonium Won't Hurt Me,Complete the Meltdown job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Heist Fever,Complete the Nightclub job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Do the Kozak Dance,Complete the Nightclub job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Can't Teach a Bad Dog to Stay Off the Dance Floor,Complete the Nightclub job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Party Hard!,Complete the Nightclub job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Milk and Cookies,Complete the Santa's Workshop job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Bad Boy Factory,Complete the Santa's Workshop job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
All I Want for Christmas is Cocaine,Complete the Santa's Workshop job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Santa's Little Helper,Complete the Santa's Workshop job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Precious Delicious,Complete the Ukrainian Job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Heisters and Tiaras,Complete the Ukrainian Job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
The Princess is in Another Safe!,Complete the Ukrainian Job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
The Jewel in the Crown,Complete the Ukrainian Job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Lambchop,Complete all of The Butchers contracts on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Meat Tenderizer,Complete all of The Butchers contracts on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
"Excuse me, There's a Bullet in My Pork...",Complete all of The Butcher's contracts on the Very Hard difficulty or above.,Complete all of The Butchers contracts on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Well Done,Complete all of The Butcher's contracts on the OVERKILL difficulty or above.,Complete all of The Butchers contracts on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Prime Cuts,Complete all of The Butcher's contracts on the Mayhem difficulty or above.,Complete all of The Butchers contracts on the Mayhem difficulty or above.,,Achievement,Completion,,Mayhem,Incomplete,,Locke and Load
As Fit as a Butcher's Dog,Complete all of The Butcher's contracts on the Death Wish difficulty or above.,Complete all of The Butchers contracts on the Death Wish difficulty or above.,,Achievement,Completion,,Death Wish,Incomplete,,Locke and Load
"Everybody Owes, Everybody Pays",Complete all of The Butcher's contracts on the Death Sentence difficulty with the One Down mechanic activated.,Complete all of The Butchers contracts on the Death Sentence difficulty with the One Down mechanic activated.,,Achievement,Completion,,DSOD,Incomplete,,Locke and Load
Sailing Home,Complete The Bomb: Dockyard job on the Hard difficulty or above.,Complete the Bomb: Dockyard heist on the Hard difficulty or above.,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Heavy Tariffs,Complete The Bomb: Dockyard job on the Very Hard difficulty or above.,Complete the Bomb: Dockyard heist on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Smooth Sailing,Complete The Bomb: Dockyard job on the OVERKILL difficulty or above.,Complete the Bomb: Dockyard heist on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
How Much Wood Would a Heister Chuck...,Complete The Bomb: Forest job on the Hard difficulty or above.,Complete the Bomb: Forest heist on the Hard difficulty or above.,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Uphill Battle,Complete The Bomb: Forest job on the Very Hard difficulty or above.,Complete the Bomb: Forest heist on the Very Hard difficulty or above.,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
Timber Train,Complete The Bomb: Forest job on the OVERKILL difficulty or above.,Complete the Bomb: Forest heist on the Overkill difficulty or above.,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
That'll Leave A Scar!,Complete the Scarface Mansion job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Playing Rough,Complete the Scarface Mansion job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
The Only Care I Have... is my Yayo,Complete the Scarface Mansion job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
The World is Yours,Complete the Scarface Mansion job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Locke and Load
Vintage Villainy,Complete all Classic contracts on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Locke and Load
Deja Vu,Complete all Classic contracts on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Locke and Load
Just Like Old Times!,Complete all Classic contracts on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Locke and Load
